"username","userid","mediacount","followers","followees","bio","url"
"dr_metabolism_team","49325400650",216,125197,167,"🔥اینجا متابولیسم بدنت بالا میره🔥
🥇هایلایت نتایج رو ببین🥇
📞شماره واتسپ جهت مشاوره 👈🏻09233349748
نظام پزشکی: ت-۸۹۹۱",""
"team_qaem","2325050462",429,1583,420,"باشگاه فرهنگی ورزشی قائم
🇮🇷 Iran _ Qazvin 🇮🇷",""
"danhylopez16","424877496",17,1060,670,"",""
"divargaloogah1","38976318416",1462,3828,6409,"📞09114766252
پهلوان",""
"mojtabaarezaeiiii","8677214971",20,1472,1426,"just god
crossfit&bodybuilding🏋️‍♂️
champion🥋 wr:1🥇1396
mbd1989
mhd",""
"afshar.sedaghat.1","3109805192",9,3757,454,"ریشه ما هم به آب می‌رسد
ما هم سبز می شویم
@malavanfc",""
"adventure__club","1526371183",968,14400,1152,"👇مجوز باشگاه👇
333513119141185
شهرام راد
0912 357 8009📞
021 2660 36 01☎️
🪂آموزش پاراگلایدر
🚴دوچرخه سواری
🏕️طبیعتگردی
🧗🏻‍♂️دره نوردی
⛷️اسکی
🚗اکو سافاری","wa.me/989123578009"
"lezate.mahigiri","45700497469",196,39400,821,"اینجا در کنار هم از دنیای جذاب ماهیگیری لذت میبریم
آموزش بروزترین تکنیک‌های ماهیگیری دنیا به زبان ساده
تلفن تماس : ۰۹۱۶۶۱۰۳۲۶۹",""
"ghiamonline1","33525631605",1784,42500,20,"دو چیز شما را تعریف می کند
صـبـر شـما زمـانی
که هیچ چیز ندارید
رفتار شما زمانی
که همه چیز دارید",""
"navardino.ir","10977875998",556,69900,5607,"آموزش های کوهنوردی و طبیعت گردی
فروش #لوازم_کوهنوردی #طبیعت_گردی #آفرود
لینک فروشگاه 👇",""
"travel__tourism1","8234822276",612,19867,932,"اینجاهمواره انرژی مثبت جاریست😍
میدونستی دیدن زیبایی ها امیدبه زندگی روبیشترمیکنه؟🦋🏝🏜🏞🌍🛳🪂",""
"nika_.accessory","48282324023",636,51300,153,"⚜شش سال سابقه موفق درفروش اکسسوری⚜
🦋بروزترین اکسسوری وارداتی🦋
🔸️حضوری و آنلاین🔸️
سفارش دایرکت و واتزآپ💞
ارتباط با ما: 09903954996📞","nikaaccessory.com"
"kianoush_rostami","1519957125",253,233000,395,"🏋️🧿🧿🧿🧿🧿🧿🧿🧿عشق فقط پدر و مادر
2*Olympic 🥈🥇
6*world champion 🥇🥇🥈🥈🥈🥉
Kurd✌️iran
2 olympic medal iran federation stop me🛑
Tokyo 2020🥇
Paris2024 loding…",""
"mehtin","1535923934",774,59105,204,"✨WEAR A CULTURE; STAND APART...
⁉️For more information, contact us via whatsapp, direct or website.","mehtin.com"
"zimbool_land","48606831329",164,26700,116,"🌱 اینجا قراره کنار هم رشد کنیم
✨ و برای حال خوبمون تلاش کنیم",""
"farshad2477","2283286524",611,2996,1860,"فرشادشیخی نسب
مدرس کوهپیمایی
داور و طراح مسابقات اسکای رانینگ
راهنمای گردشگری اکوتوریسم
Mountain Guide
مدیر باشگاه کوهنوردی امرداد اهواز
09398877850",""
"mr.shef88","53055486090",76,4246,17,"🍗😋آموزش/آشپزی/غذا/معرفی بهترین ها👌
👌آشپز حرفه ای شو با اقای سرآشپز
🍔اینجا باهم لذت آشپزی رو تجربه میکنیم
🍟معرفی بهترین باغچه رستوران ها و رستوران ها😍",""
"elx_race_kurd","32720361100",3506,376811,19,"پیج رسمی ای ال ایکس سواران
ELX.16V.1800
ارتباط و هماهنگی👇","elxdragkurd.yek.link"
"sajad.ahwaziii6","33979712378",9388,38200,5378,"موثق ترین پیج خبری نقل انتقالاتی🔥
ثابت شده در سه سال ✌️
تحلیل گر و آنالیزور فوتبالی💯👌",""
"shahram_offroad","5459159002",1331,9675,1731,"Agriculture engineer
مربی دوچرخه سواری و کوهنوردی
موسس گروه امداد رسانان بیراهه نورد با شماره ثبت 319 و با شناسه ملی14008890256
@hoh.iran
نوشهر
اراک",""
"dokhi_akas","2295007759",1084,215052,7243,"📱جهت همکاری :@fatememorudi1
🌈💞اینجا پر از انرژی مثبته 💞🌈
❤🌞یه دختر تابستونیه شاد🌞❤️
𝔹𝔸ℕ𝔻𝔸ℝ 𝔸𝔹𝔸𝕊🏖
📸عکاسی📸",""
"biabanibiabani_a","6173376626",9,3114,2320,"Professional archery athlete
Iran's First men silver medal in the compound category at Paralympic
Paralympic Tokyo 2021🥈🇯🇵
World championships🥇🥇🥈🥈",""
"rahban.badminton","44985866987",28,2696,1056,"Badminton coach
من مربی بدمینتون هستم واز تو یه قهرمان طلایی می‌سازم🥇
اینجا بدمینتون رو با چاشنی تجربه و عشق بهتون یادمیدم💜
هماهنگی کلاس 09011693435",""
"ar6sh_","10336887988",1277,34531,492,"♥️ #Arash_S ✍️
⛔️توهین نژادی، قومیتی، ملیتی و جنسیتی ممنوع
⛔️No to Racism, Sexism or Discrimination","red.or.dead/arash.s"
"alinavazani_official","5431125859",121,9381,545,"#coach
🏆قهرمان المپیادرزمی2021
🥋عضوکمیته مربیان وورزشکاران
🎖️رکورددارجهان2023
🎖️رکورددارجهان2021
🎖️رکورددارآسیا2020
🥈نایب قهرمان آسیا2017
19$19💕
🪂",""
"morteza.hashemi.kongfu","6758132904",342,9492,7675,"تنها مربی گیلانی تیم ملی ایران و رئیس کمیته داوران کشور__ اولین دبیر هیات کونگ فو گیلان.اولین رئیس هیات کونگ فو شهرستان رشت",""
"patoghnooriha","1245688071",6439,160839,123,"تاسیس: ۱۳۹۳
صاحبان رسانه مردمی ، مردم هستند
اولین و بزرگترین رسانه معتبر شهرستان نور
( نور ، چمستان ، رویان ، ایزدشهر ، بلده)
#مازندران #شهرستان_نور","www.patoghnouriha.ir"
"astrologiechart","44839192011",2869,14377,340,"بنام خدای رنگین کمان 🌎♈
آسترولوژی غربی را در جهت رسالت روحم آموختم📚
مهارتم،در آموزش و آنالیز انواع چارت است📋","t.me/astrologiechart"
"brand_sportts","53712557795",90,3774,1248,"🔰وارد کننده مستقیم کلیه تجهیزات اریال،یوگا و فیتنس و پیلاتس🔰
⚫️پخش به صورت تک و عمده ⚫️
✈️ارسال به سراسر کشور ✈️","wa.me/09127297182"
"zhino02010","7983936751",150,3049,979,"Mohamad_Nikfarjam
✨برای رسیدن به اوج عملکرد، صرفا تمرین کافی نیست.
•آموزش و اصلاح تکنیک
• مشاوره روانشناختی
•بدنسازی تخصصی
• مشاوره ورزشی
•لایف استایل",""
"iribnews.esfahan","28006974137",6186,97400,1,".
تنها آدرس ما در شبکه های اجتماعی داخلی و خارجی:
iribnews_esfahan
.
ارسال فیلم،عکس و پیام:
09138553535
.
توییتر:
iribesfahan
.","isfahan.iribnews.ir"
"fatemehkamali_hairstylist_","46609852055",244,31300,630,"اینجا با هم یاد میگیریم چطوری حرفه ای شنیون کار کنیم 🥰
برای شرکت تو دوره ها میتونی واتساپ با من در ارتباط باشی 👇
مشاوره 📞 09338732193",""
"mardan_ahanin1","15852390343",150,23400,327,"🇮🇷رسانه مردان آهنین🇮🇷
مهربان ترین قلب ها در سینه قوی‌ترین مردان می تپد❤️",""
"anadilii","5731206953",3123,370000,67,"عزیزیم آنادیلیم 😍
مین دییر جانا دیلیم😍
زامان سیخیب بوغسادا ☹️
قویمارام یانادیلیم😌
#بیزه_قوشولون 😍
@anadilii
@turkdilii
@anadili_az 👈 ایکمجی پیجلر",""
"boolooberry","45894771994",582,76100,186,"تو آینه نگاه کن و با خودت بگو:
من آیندتو میسازم قول میدم 🪞💪🏻
تبلیغات: دایرکت📩",""
"nano.capital","7233974593",494,130000,83,"متخصص راهکار های خونگی کم هزینه🧹
من بهت کمک میکنم با کمترین هزینه💰
و راحت ترین راه خونتو برق بندازی🧽
برای سفارش دایرکت پیام بدین🌹",""
"bl4ck_milk","1427841620",4059,16700,3994,"Latte artist - persian
#IRILC 🥉2015-2016-2017
LAGS 🇮🇹 ⚜️
غول مرحله اخر لاته ارتم ،رسیدی مرحله چند؟",""
"sogand.shamsabadi","12191612890",51,1541,300,"Jumprope⚡
@setare.hashtom 💜
بازیکن تیم ستاره هشتم( فینالیست فصل دوم عصرجدید )
Physical education 👩🏻‍🏫
با حرکات و چالش های ورزشی من،همراه باش😍💪",""
"takdecooor","11557699687",1141,227000,83,"تخفیفهافقط دراستوری😍
.
🔵 تنوع بینظیر‌از لوازم خانه و‌آشپزخانه
ارسال سراسرکشور
ثبت سفارش در دايركت",""
"dr.neurosafari","563205220",3963,329000,3646,"فوق دکتری علوم اعصاب و مغز
ژاپن-فیزیولوژیستRIKEN از
SBMU هیات علمی
هیات مدیره انجمن علوم اعصاب ایران
نوروسافاری-آینده مغزCEO:
@_neurosafari_
👨‍👩‍👦‍👦",""
"bee.runners.by.vida","1298646176",386,25900,305,"🔅long distance runner
🔅با یاد دادن یاد می‌گیرم
🔅 مربی دوومیدانی",""
"decaross","10466367414",649,12200,874,"𝗽𝗮𝘁𝗶𝗻𝗲/𝗽𝗼𝗹𝘆𝗲𝘀𝘁𝗲𝗿,𝘄𝗼𝗼𝗱,𝘀𝗼𝗳𝗮𝗹
🕊 ﮼اين‌هنر‌شغل‌من‌نیست،‌شوق‌من‌است🕊
﮼تهران 📍",""
"tasadof_najoor1","3288679513",10020,252000,77,"صفحه تصادف ناجور با 11 سال فعالیت در فضای مجازی.
اولین صفحه اخبار تصادفات،آموزش و قوانین رانندگی.
برای تبلیغات(مرتبط) پیام دهید.",""
"afsanehsalehiam","12108563869",913,662000,84,"تابع قوانین جمهوری اسلامی ایران
من دختر یه خونه سبزم🏡
و یه ایـرانـگرد دوسـت داشـتنی 🌏
جهت تب.لیغات 👉 دایرکت👈
🧑‍💻@seyyedjvd",""
"abannewss","46842838644",5914,10300,344,"مطالب تحلیلی- خبری کانال تلگرامی آبان نیوز اینجا قرار گیرد
با مدیریت: عبدالله رضایی
@abdullahrezaii
@abannewss",""
"muscle_x1","7584752856",2989,238000,84,"🔥پایگاه بدنسازی و فیتنس
📝تنظیم برنامه تمرینی و غذایی با هزینه مناسب
هماهنگی👈دایرکت
حامی این ماه مکمل فروشی ایران-مکمل-امیر
@iranmokamelamir",""
"sirjane_ma","49209924884",1718,52900,0,"اولین و سریعترین مرجع خبری در سیرجان ✍️
🔹فرهنگی، هنری، اجتماعی🔹",""
"fatemehnoruziiiii","4580652030",319,78000,1543,"Tabriz-iran 🇮🇷
Professional badminton player🏸🥇🏆
Burhan Tek Azerbaijan Company🏭👩🏻‍💻 Imports and exports
♥️🧠🌏",""
"ketab.iranian","2909917727",1465,52300,6025,"ارائه انواع كتاب هاي ادبي 🔸
رمان هاي ايراني و خارجي 🔹
تاريخي ، ناياب ، كمياب 🔸
ارسال به تهران و سراسر كشور 🔹
ثبت سفارش به دايركت مراجعه كنيد 🔸","t.me/forosh_ketab"
"pahlevani.humble","48345367633",319,22200,677,"این پیج متعلق به ورزشکاران قهرمانست🥇🥈🥉
.
تب.لیغات دایرکت",""
"farid.bodyguard.official","31934744063",74,4727,1304,"🙏🏻خداي من مادرم🙏🏻
🏅⭐️ ⚜️بادیگارد⚜️ ⭐️🏅
💪🏻cip/vip service💪🏻
🥊🏅MMA&KiKBOXiNG Fighther🏅🥊
❤️married❤️",""
"mr.elx_fars","47619970061",58,9347,102,"⚪𝑷𝑨𝑹𝑺 𝑬𝑳𝑿⚫
.
.
EDITOR
.
اینجا عشقمونو به آهن نشون میدم ، با ما باش!",""
"gh.mohammad.trip","39005346227",534,10400,707,"معرفی لوکیشن های جذاب
Life is short, enjoy it
من و تو میدانیم زندگی یک سفر است
🇮🇷🇹🇷🇦🇲",""
"mohammadtaha.eydi1394","58735195655",141,1148,2152,"",""
"mazandhamegani","9635637743",532,3640,94,"Sport For All of Mazandaran
پایگاه اطلاع رسانی هیات ورزشهای همگانی
استان مازندران
واتس آپ: 09393397275","mazandhamegani.ir"
"aelahii","206002557",509,43682,2921,"Automobile/Superbike tuning specialist 💻🔧
☎️ 09122644346. 🕛12PM-🕗8PM",""
"saeed.09133664195","28680235984",3016,37700,4,"۰۹۳۶۲۱۰۴۱۹۵با سلام سعید صادقی فروشنده پرندهای شجر اورجينال مسافت بلند قهرمان مقام سوم هزار کیلومتر ۹۷ومقام اول۱۰۰۹کیلومتر هوایی۹۸
#saeed.09133664195",""
"iran_jissen_karate","4820470712",652,1943,260,"رئیس سبک #شیهان_امیر_شریفی
#جیسن_کاراته از استانهای #پرپتانسیل نماینده فعال در دو بخش #آقایان و #بانوان می پذیرد.
این صفحه زیر نظر روابط عمومی میباشد","www.jissenk.com"
"physicalfitness.kermanshah","58607568219",223,1616,87,"صفحه رسمی هیات آمادگی جسمانی استان کرمانشاه
آدرس : کرمانشاه،بلوارشهید بهشتی،استادیوم آزادی
تلفن: ۳۸۳۸۳۳۷۰",""
"mahbube_aerofit","48318391761",198,86800,176,"🇮🇷تابع قوانین جمهوری اسلامی🇮🇷
🔸بهت کمک میکنم یبار برای همیشه اندام خوشفرم
وسلامت بسازی🔸
برای دریافت برنامه بدنسازی در باشگاه و منزل 👇🏼
۰۹۳۹۷۵۵۰۳۷۷",""
"avir.candless","63017638819",65,2016,788,"انواع شمع، برای تمام سلیقه ها🕯️✨
خرید های اول تخفیف دارن 🤩💸
برای ثبت سفارش دایرکت بدین 📨
(حتما هایلایت ثبت سفارش رو ببین👀)",""
"zahra_jafari6927","5778519957",113,1004,449,"12/7/94. :👧
19/9/97:👶
دختر مهری. 👸
پسرآذری. 👼
Who looses today, won’t find tomorrow»»🌈😎
🤘☀««There is nothing important as today
#Bushehr",""
